model,event_id,market_id,model_prob_yes,yes_ask,no_ask,outcome,platform
GPT-5.4,E1770,M03219,0.04,4.6,95.74,0.0,Polymarket
GPT-5.4,E3439,M06478,0.34,32.0,69.0,0.0,Kalshi
GPT-5.4,E4763,M09205,0.14,76.0,79.0,1.0,Kalshi
GPT-5.4,E4710,M14347,0.29,84.0,20.0,1.0,Kalshi
GPT-5.4,E3452,M14348,0.46,51.0,50.0,1.0,Kalshi
GPT-5.4,E4711,M09107,0.47,46.0,56.00000000000001,0.0,Kalshi
GPT-5.4,E1881,M03426,0.14,19.0,82.0,0.0,Kalshi
GPT-5.4,E4712,M09109,0.65,84.0,20.0,0.0,Kalshi
GPT-5.4,E3453,M06504,0.57,56.00000000000001,45.0,1.0,Kalshi
GPT-5.4,E3454,M06506,0.55,55.00000000000001,46.0,0.0,Kalshi
GPT-5.4,E3455,M06508,0.71,73.7,26.0,1.0,Polymarket
GPT-5.4,E3456,M06510,0.79,80.0,21.0,1.0,Polymarket
GPT-5.4,E3431,M06465,0.23,22.0,79.0,0.0,Polymarket
GPT-5.4,E3457,M06512,0.21,17.0,82.0,0.0,Polymarket
GPT-5.4,E4713,M09111,0.74,76.0,25.0,0.0,Polymarket
GPT-5.4,E4714,M09113,0.46,60.0,44.0,0.0,Polymarket
GPT-5.4,E1770,M03219,0.04,4.6,95.74,0.0,Polymarket
GPT-5.4,E3431,M06465,0.23,22.0,79.0,0.0,Polymarket
GPT-5.4,E1770,M03219,0.05,4.6,95.6,0.0,Polymarket
GPT-5.4,E1566,M05634,0.87,97.8,3.0,1.0,Polymarket
GPT-5.4,E0905,M01627,0.01,,,0.0,Kalshi
GPT-5.4,E1376,M02455,0.86,94.0,8.0,1.0,Kalshi
GPT-5.4,E1375,M02453,0.75,90.0,19.0,1.0,Kalshi
GPT-5.4,E1376,M06608,0.84,89.0,16.0,1.0,Kalshi
GPT-5.4,E2764,M13575,0.97,,,1.0,Kalshi
GPT-5.4,E0660,M01187,0.96,,,1.0,Kalshi
GPT-5.4,E4710,M09105,0.39,23.0,82.0,0.0,Kalshi
GPT-5.4,E1387,M02475,0.42,45.0,60.0,0.0,Kalshi
GPT-5.4,E3458,M06514,0.84,93.0,19.0,1.0,Kalshi
GPT-5.4,E1133,M14349,0.46,54.0,50.0,1.0,Kalshi
GPT-5.4,E4710,M09106,0.33,46.0,84.0,0.0,Kalshi
GPT-5.4,E3458,M06515,0.92,93.0,20.0,1.0,Kalshi
GPT-5.4,E4715,M09115,0.17,17.0,84.0,0.0,Polymarket
GPT-5.4,E3459,M06516,0.39,38.0,63.0,1.0,Polymarket
GPT-5.4,E6901,M13028,0.67,,,1.0,QGen
GPT-5.4,E3388,M06385,0.84,98.0,89.0,0.0,Kalshi
GPT-5.4,E7359,M14267,0.52,,,0.0,QGen
GPT-5.4,E7362,M14270,0.55,,,0.0,QGen
GPT-5.4,E0703,M01265,0.98,,,1.0,Kalshi
GPT-5.4,E0484,M00914,0.01,,,0.0,Kalshi
GPT-5.4,E0497,M00937,0.94,,,1.0,Kalshi
GPT-5.4,E0499,M00940,0.01,,,0.0,Kalshi
GPT-5.4,E0498,M00939,0.02,0.3,99.9,0.0,Kalshi
GPT-5.4,E1253,M02236,0.99,,,1.0,Kalshi
GPT-5.4,E1570,M02791,0.95,,,1.0,Kalshi
GPT-5.4,E1498,M02677,0.1,3.0,99.0,0.0,Kalshi
GPT-5.4,E3389,M06387,0.12,,,0.0,Kalshi
GPT-5.4,E1574,M08992,0.7,2.0,99.0,0.0,Kalshi
GPT-5.4,E1115,M01997,0.06,,,0.0,Kalshi
GPT-5.4,E0598,M01097,0.95,,,1.0,Kalshi
GPT-5.4,E1293,M02304,0.64,99.0,7.000000000000001,0.0,Kalshi
GPT-5.4,E0540,M01006,0.02,,,0.0,Kalshi
GPT-5.4,E1293,M06463,0.94,99.0,5.0,1.0,Kalshi
GPT-5.4,E6309,M11796,0.02,,,0.0,Kalshi
GPT-5.4,E1571,M02793,0.95,,,1.0,Kalshi
GPT-5.4,E0336,M06204,0.04,,,0.0,Kalshi
GPT-5.4,E1247,M02227,0.04,,,0.0,Kalshi
GPT-5.4,E0707,M01273,0.11,,,0.0,Kalshi
GPT-5.4,E1432,M02557,0.06,,,0.0,Kalshi
GPT-5.4,E1490,M02662,0.03,,,0.0,Kalshi
GPT-5.4,E0337,M06016,0.01,,,0.0,Kalshi
GPT-5.4,E1084,M12530,0.09,10.0,95.0,0.0,Kalshi
GPT-5.4,E1345,M02392,0.97,99.0,2.0,1.0,Kalshi
GPT-5.4,E1123,M02010,0.12,7.000000000000001,97.0,0.0,Kalshi
GPT-5.4,E1086,M02873,0.07,,,0.0,Kalshi
GPT-5.4,E1144,M13105,0.02,,,0.0,Kalshi
GPT-5.4,E1084,M10369,0.04,,,0.0,Kalshi
GPT-5.4,E1144,M02045,0.02,,,0.0,Kalshi
GPT-5.4,E1085,M01952,0.07,3.0,98.0,0.0,Kalshi
GPT-5.4,E1122,M02009,0.01,,,0.0,Kalshi
GPT-5.4,E1134,M02028,0.01,,,0.0,Kalshi
GPT-5.4,E0925,M01657,0.03,,,0.0,Kalshi
GPT-5.4,E1083,M01950,0.05,,,0.0,Kalshi
GPT-5.4,E1084,M08993,0.04,,,0.0,Kalshi
GPT-5.4,E1084,M06017,0.06,,,0.0,Kalshi
GPT-5.4,E1084,M12780,0.04,,,0.0,Kalshi
GPT-5.4,E1086,M01954,0.92,,,1.0,Kalshi
GPT-5.4,E4706,M09099,0.95,99.0,5.7,1.0,Kalshi
GPT-5.4,E1086,M11839,0.09,,,0.0,Kalshi
GPT-5.4,E1241,M02215,0.01,0.6,99.9,0.0,Kalshi
GPT-5.4,E1087,M01955,0.24,,,0.0,Kalshi
GPT-5.4,E3387,M06383,0.93,98.0,6.0,1.0,Kalshi
GPT-5.4,E0529,M11734,0.03,,,0.0,Kalshi
GPT-5.4,E0529,M00989,0.02,,,0.0,Kalshi
GPT-5.4,E0529,M11680,0.02,,,0.0,Kalshi
GPT-5.4,E0529,M10368,0.01,,,0.0,Kalshi
GPT-5.4,E0687,M02884,0.02,,,0.0,Kalshi
GPT-5.4,E1130,M02023,0.02,,,0.0,Kalshi
GPT-5.4,E3149,M05926,0.01,,,0.0,Polymarket
GPT-5.4,E1075,M01940,0.05,0.5,99.9,0.0,Polymarket
GPT-5.4,E3335,M06285,0.95,99.0,1.5,1.0,Polymarket
GPT-5.4,E1224,M02176,0.02,1.0,99.8,0.0,Polymarket
GPT-5.4,E1286,M02291,0.04,,,0.0,Polymarket
GPT-5.4,E0505,M02880,0.04,2.5,99.0,0.0,Polymarket
GPT-5.4,E0505,M02881,0.61,11.0,88.0,0.0,Polymarket
GPT-5.4,E0505,M06019,0.04,3.5000000000000004,99.6,0.0,Polymarket
GPT-5.4,E0505,M06018,0.7,8.0,95.0,0.0,Polymarket
GPT-5.4,E0987,M05633,0.02,,,0.0,Polymarket
GPT-5.4,E0908,M01632,0.01,0.4,99.8,0.0,Polymarket
GPT-5.4,E6284,M11681,0.98,,,1.0,Kalshi
GPT-5.4,E1131,M10157,0.98,,,1.0,Kalshi
GPT-5.4,E1499,M11819,0.98,,,1.0,Kalshi
GPT-5.4,E1137,M11682,0.99,,,1.0,Kalshi
GPT-5.4,E0591,M11756,0.99,,,1.0,Kalshi
GPT-5.4,E1137,M02033,0.99,,,1.0,Kalshi
GPT-5.4,E0591,M11798,0.98,,,1.0,Kalshi
GPT-5.4,E0591,M01088,0.98,,,1.0,Kalshi
GPT-5.4,E3240,M11797,0.98,,,1.0,Kalshi
GPT-5.4,E6284,M11813,0.99,,,1.0,Kalshi
GPT-5.4,E0533,M11735,0.99,,,1.0,Kalshi
GPT-5.4,E0533,M00994,0.994,,,1.0,Kalshi
GPT-5.4,E3240,M06102,0.05,,,0.0,Kalshi
GPT-5.4,E1116,M01998,0.01,,,0.0,Kalshi
GPT-5.4,E1131,M02024,0.04,,,0.0,Kalshi
GPT-5.4,E1499,M02679,0.03,,,0.0,Kalshi
GPT-5.4,E0530,M05829,0.05,2.0,99.0,0.0,Kalshi
GPT-5.4,E1088,M01957,0.02,,,0.0,Kalshi
GPT-5.4,E0530,M11683,0.03,,,0.0,Kalshi
GPT-5.4,E1088,M02876,0.03,,,0.0,Kalshi
GPT-5.4,E0530,M02875,0.02,,,0.0,Kalshi
GPT-5.4,E1089,M01958,0.03,,,0.0,Kalshi
GPT-5.4,E0580,M01071,0.1,,,0.0,Kalshi
GPT-5.4,E1132,M02025,0.14,,,0.0,Kalshi
GPT-5.4,E1089,M08996,0.02,,,0.0,Kalshi
GPT-5.4,E1552,M02760,0.03,,,0.0,Kalshi
GPT-5.4,E1138,M02035,0.03,,,0.0,Kalshi
GPT-5.4,E0595,M01093,0.06,,,0.0,Kalshi
GPT-5.4,E7291,M14109,0.01,,,0.0,Kalshi
GPT-5.4,E0599,M01099,0.09,,,0.0,Kalshi
GPT-5.4,E3299,M06218,0.05,,,0.0,Kalshi
GPT-5.4,E0541,M09938,0.1,,,0.0,Kalshi
GPT-5.4,E0541,M01007,0.05,,,0.0,Kalshi
GPT-5.4,E0592,M14300,0.06,,,0.0,Kalshi
GPT-5.4,E1117,M13690,0.12,,,0.0,Kalshi
GPT-5.4,E1135,M06101,0.06,0.3,99.9,0.0,Polymarket
GPT-5.4,E1135,M02030,0.001,,,0.0,Polymarket
GPT-5.4,E1076,M01942,0.01,,,0.0,Polymarket
GPT-5.4,E1076,M02868,0.01,,,0.0,Polymarket
GPT-5.4,E1090,M01959,0.003,,,0.0,Polymarket
GPT-5.4,E1077,M02869,0.02,,,0.0,Polymarket
GPT-5.4,E1077,M01943,0.02,,,0.0,Polymarket
GPT-5.4,E1090,M02877,0.01,0.2,99.9,0.0,Polymarket
GPT-5.4,E1091,M01960,0.01,,,0.0,Polymarket
GPT-5.4,E1091,M10370,0.02,,,0.0,Polymarket
GPT-5.4,E1239,M02212,0.001,,,0.0,Polymarket
GPT-5.4,E1259,M02248,0.01,1.2,99.8,0.0,Polymarket
GPT-5.4,E3334,M06283,0.02,95.8,99.8,0.0,Polymarket
GPT-5.4,E4716,M14350,0.42,86.0,20.0,1.0,Kalshi
GPT-5.4,E7351,M14259,0.55,,,1.0,QGen
GPT-5.4,E0674,M09096,0.55,63.0,40.0,1.0,Polymarket
GPT-5.4,E4717,M09118,0.89,92.0,14.000000000000002,1.0,Kalshi
GPT-5.4,E1246,M12897,0.06,,,0.0,Kalshi
GPT-5.4,E1485,M02656,0.02,,,0.0,Kalshi
GPT-5.4,E3413,M06433,0.04,,,0.0,Polymarket
GPT-5.4,E3442,M06483,0.21,10.0,92.0,0.0,Polymarket
GPT-5.4,E3411,M06429,0.02,,,0.0,Polymarket
GPT-5.4,E3444,M06487,0.02,0.2,99.9,0.0,Polymarket
GPT-5.4,E3442,M06484,0.26,25.0,76.0,0.0,Polymarket
GPT-5.4,E3440,M06479,0.17,16.220000000000002,87.22,1.0,Polymarket
GPT-5.4,E3412,M06431,0.03,,,0.0,Polymarket
GPT-5.4,E1246,M12910,0.2,20.0,82.0,0.0,Kalshi
GPT-5.4,E7402,M14351,0.94,,,1.0,Kalshi
GPT-5.4,E7403,M14352,0.15,,,1.0,Kalshi
GPT-5.4,E3607,M06818,0.39,39.0,62.0,1.0,Kalshi
GPT-5.4,E3675,M14353,0.82,,,1.0,Kalshi
GPT-5.4,E7404,M14354,0.96,,,1.0,Kalshi
GPT-5.4,E1152,M02057,0.05,2.0,99.0,0.0,Kalshi
GPT-5.4,E7405,M14355,0.97,,,1.0,Kalshi
GPT-5.4,E7406,M14356,0.88,,,1.0,Kalshi
GPT-5.4,E3436,M06474,0.88,99.0,2.0,1.0,Kalshi
GPT-5.4,E7407,M14357,0.99,,,1.0,Kalshi
GPT-5.4,E4716,M14358,0.32,9.0,92.0,0.0,Kalshi
GPT-5.4,E4764,M09207,0.72,97.0,28.000000000000004,1.0,Kalshi
GPT-5.4,E3460,M14359,0.57,56.99999999999999,44.0,0.0,Kalshi
GPT-5.4,E7408,M14360,0.98,,,1.0,Kalshi
GPT-5.4,E7409,M14361,0.98,,,1.0,Kalshi
GPT-5.4,E7410,M14362,0.96,,,1.0,Kalshi
GPT-5.4,E1885,M03433,0.05,4.2,99.0,0.0,Polymarket
GPT-5.4,E3441,M06481,0.09,0.3,99.9,0.0,Polymarket
GPT-5.4,E1286,M14363,0.95,99.8,1.2,1.0,Polymarket
GPT-5.4,E1574,M14364,0.95,,,1.0,Kalshi
GPT-5.4,E7411,M14365,0.91,,,1.0,Kalshi
GPT-5.4,E1432,M14366,0.85,98.0,3.0,1.0,Kalshi
GPT-5.4,E4716,M09117,0.18,8.0,96.0,0.0,Kalshi
GPT-5.4,E0336,M04432,0.54,60.0,44.0,0.0,Kalshi
GPT-5.4,E3605,M13923,0.15,9.0,92.0,0.0,Kalshi
GPT-5.4,E6905,M13032,0.4,,,0.0,QGen
GPT-5.4,E1078,M05708,0.83,87.0,15.0,1.0,Polymarket
GPT-5.4,E1078,M05709,0.69,70.0,31.0,1.0,Polymarket
GPT-5.4,E3608,M06819,0.82,87.0,34.0,0.0,Kalshi
GPT-5.4,E3437,M06475,0.55,43.0,73.0,0.0,Kalshi
GPT-5.4,E3336,M06287,0.07,,,0.0,Kalshi
GPT-5.4,E3390,M06389,0.02,,,0.0,Kalshi
GPT-5.4,E6906,M13033,0.34,,,0.0,QGen
GPT-5.4,E7412,M14367,0.95,,,1.0,Kalshi
GPT-5.4,E3461,M06519,0.85,88.0,13.0,1.0,Kalshi
GPT-5.4,E7413,M14368,0.93,,,1.0,Kalshi
GPT-5.4,E7414,M14369,0.96,,,1.0,Kalshi
GPT-5.4,E7415,M14370,0.74,,,1.0,Kalshi
GPT-5.4,E0576,M13126,0.04,,,0.0,Kalshi
GPT-5.4,E3385,M13171,0.02,,,0.0,Kalshi
GPT-5.4,E0500,M00942,0.02,,,0.0,Kalshi
GPT-5.4,E3295,M06211,0.11,,,0.0,Kalshi
GPT-5.4,E3458,M14371,0.78,,,1.0,Kalshi
GPT-5.4,E2360,M04343,0.58,96.0,43.0,0.0,Kalshi
GPT-5.4,E3462,M06521,0.78,85.0,16.0,1.0,Kalshi
GPT-5.4,E3458,M14372,0.91,,,1.0,Kalshi
GPT-5.4,E3458,M14373,0.83,,,1.0,Kalshi
GPT-5.4,E7416,M14374,0.72,,,1.0,Kalshi
GPT-5.4,E7417,M14375,0.97,,,1.0,Kalshi
GPT-5.4,E4718,M09120,0.98,99.0,2.0,1.0,Kalshi
GPT-5.4,E7418,M14376,0.97,,,1.0,Kalshi
GPT-5.4,E1294,M12699,0.17,7.37,96.0,0.0,Polymarket
GPT-5.4,E1102,M13282,0.94,,,1.0,Kalshi
GPT-5.4,E3908,M14377,0.93,98.0,4.0,1.0,Kalshi
GPT-5.4,E3244,M06109,0.01,,,0.0,Kalshi
GPT-5.4,E0576,M08994,0.06,,,0.0,Kalshi
GPT-5.4,E4719,M09122,0.95,78.0,28.000000000000004,1.0,Kalshi
GPT-5.4,E4720,M09124,0.64,67.0,35.0,1.0,Kalshi
GPT-5.4,E3463,M14378,0.39,48.0,53.0,1.0,Kalshi
GPT-5.4,E3393,M06394,0.12,14.000000000000002,88.0,0.0,Polymarket
GPT-5.4,E3464,M14379,0.48,68.0,42.0,0.0,Kalshi
GPT-5.4,E3465,M06525,0.76,84.0,17.0,1.0,Kalshi
GPT-5.4,E1377,M02456,0.72,90.0,17.0,1.0,Kalshi
GPT-5.4,E6937,M13064,0.78,,,1.0,QGen
GPT-5.4,E3466,M06527,0.33,37.0,64.0,0.0,Kalshi
GPT-5.4,E3467,M06529,0.39,41.0,61.0,1.0,Kalshi
GPT-5.4,E4721,M09126,0.62,63.0,39.0,0.0,Kalshi
GPT-5.4,E3468,M06531,0.38,38.0,65.0,0.0,Kalshi
GPT-5.4,E3463,M06523,0.16,10.0,92.0,0.0,Kalshi
GPT-5.4,E3469,M06533,0.76,88.0,13.0,1.0,Kalshi
GPT-5.4,E2866,M05352,0.09,,,0.0,Kalshi
GPT-5.4,E7350,M14258,0.59,,,0.0,QGen
GPT-5.4,E7199,M13886,0.43,,,0.0,QGen
GPT-5.4,E4717,M09118,0.9,99.0,7.000000000000001,1.0,Kalshi
GPT-5.4,E3433,M06469,0.93,96.0,7.000000000000001,1.0,Kalshi
GPT-5.4,E1049,M01891,0.22,20.0,98.0,0.0,Kalshi
GPT-5.4,E3445,M06489,0.48,51.0,50.0,0.0,Polymarket
GPT-5.4,E3572,M06744,0.16,15.0,86.0,0.0,Polymarket
GPT-5.4,E0888,M01597,0.01,,,0.0,Kalshi
GPT-5.4,E3395,M06398,0.53,,,0.0,Kalshi
GPT-5.4,E7253,M14045,0.65,,,1.0,QGen
GPT-5.4,E3395,M06398,0.35,,,0.0,Kalshi
GPT-5.4,E3718,M13338,0.02,1.7999999999999998,99.7,0.0,Polymarket
GPT-5.4,E3395,M06398,0.31,,,0.0,Kalshi
GPT-5.4,E3395,M06398,0.36,,,0.0,Kalshi
GPT-5.4,E1884,M03431,0.78,88.0,6.0,1.0,Polymarket
GPT-5.4,E1246,M06207,0.07,7.000000000000001,95.0,0.0,Kalshi
GPT-5.4,E3718,M13351,0.02,4.130000000000001,99.0,0.0,Polymarket
GPT-5.4,E3718,M13353,0.04,3.1,99.3,0.0,Polymarket
GPT-5.4,E7225,M13981,0.44,,,1.0,QGen
GPT-5.4,E3718,M13361,0.04,3.0,98.0,0.0,Polymarket
GPT-5.4,E3718,M13366,0.06,3.4000000000000004,98.2,0.0,Polymarket
GPT-5.4,E3718,M13367,0.02,4.78,94.0,0.0,Polymarket
GPT-5.4,E3751,M13936,0.84,96.0,10.0,1.0,Kalshi
GPT-5.4,E1102,M01977,0.89,,,1.0,Kalshi
GPT-5.4,E2445,M04498,0.31,8.0,95.0,0.0,Polymarket
GPT-5.4,E3336,M06287,0.08,,,0.0,Kalshi
GPT-5.4,E3718,M13382,0.04,7.9,98.47,0.0,Polymarket
GPT-5.4,E0500,M00942,0.02,,,0.0,Kalshi
GPT-5.4,E6938,M13065,0.35,,,1.0,QGen
GPT-5.4,E0674,M08801,0.76,0.1,99.9,0.0,Polymarket
GPT-5.4,E0674,M09096,0.58,71.0,31.0,1.0,Polymarket
GPT-5.4,E3411,M06429,0.01,,,0.0,Polymarket
GPT-5.4,E3440,M06479,0.23,24.0,79.0,1.0,Polymarket
GPT-5.4,E3441,M06481,0.18,,,0.0,Polymarket
GPT-5.4,E3442,M06483,0.12,8.49,98.9,0.0,Polymarket
GPT-5.4,E0680,M01226,0.93,99.8,0.2,1.0,Polymarket
GPT-5.4,E3396,M06400,0.01,,,0.0,Polymarket
GPT-5.4,E3412,M06431,0.01,,,0.0,Polymarket
GPT-5.4,E3413,M06433,0.01,,,0.0,Polymarket
GPT-5.4,E1236,M02202,0.02,0.7000000000000001,99.4,0.0,Polymarket
GPT-5.4,E3442,M06484,0.44,35.0,75.0,0.0,Polymarket
GPT-5.4,E0674,M09097,0.03,2.23,99.9,0.0,Polymarket
GPT-5.4,E3444,M06487,0.01,,,0.0,Polymarket
GPT-5.4,E1237,M08989,0.97,99.9,0.2299999999999999,1.0,Polymarket
GPT-5.4,E1236,M08991,0.01,2.64,99.89,0.0,Polymarket
GPT-5.4,E1237,M08987,0.02,0.1,99.9,0.0,Polymarket
GPT-5.4,E0675,M01218,0.1,0.8,99.87,0.0,Polymarket
GPT-5.4,E1238,M02208,0.1,35.8,99.0,0.0,Polymarket
GPT-5.4,E1238,M02210,0.02,1.6,99.9,0.0,Polymarket
GPT-5.4,E1237,M08988,0.24,0.5599999999999999,99.9,0.0,Polymarket
GPT-5.4,E1238,M02209,0.03,2.1999999999999997,99.0,0.0,Polymarket
GPT-5.4,E0675,M08802,0.82,99.0,2.0,1.0,Polymarket
GPT-5.4,E1238,M02211,0.02,1.1,99.9,0.0,Polymarket
GPT-5.4,E1236,M08990,0.02,1.5,99.9,0.0,Polymarket
GPT-5.4,E0675,M11510,0.04,0.1,95.0,0.0,Polymarket
GPT-5.4,E1614,M04871,0.36,60.0,81.0,0.0,Polymarket
GPT-5.4,E1614,M02905,0.07,5.0,99.9,0.0,Polymarket
GPT-5.4,E1238,M11511,0.02,1.6,99.9,0.0,Polymarket
GPT-5.4,E1236,M02200,0.25,53.5,99.9,0.0,Polymarket
GPT-5.4,E0679,M01225,0.04,1.2,99.9,0.0,Polymarket
GPT-5.4,E1237,M11508,0.02,0.1,99.9,0.0,Polymarket
GPT-5.4,E1238,M11506,0.04,0.8999999999999999,99.9,0.0,Polymarket
GPT-5.4,E0679,M05014,0.01,0.2,99.9,0.0,Polymarket
GPT-5.4,E1237,M11505,0.01,0.8,99.9,0.0,Polymarket
GPT-5.4,E1238,M11512,0.03,1.3,99.0,0.0,Polymarket
GPT-5.4,E0679,M01224,0.01,0.1,99.9,0.0,Polymarket
GPT-5.4,E0679,M02906,0.03,0.1,99.9,0.0,Polymarket
GPT-5.4,E1237,M02207,0.02,0.1,99.8,0.0,Polymarket
GPT-5.4,E1237,M02206,0.01,0.2,99.9,0.0,Polymarket
GPT-5.4,E1237,M02204,0.02,0.1,99.9,0.0,Polymarket
GPT-5.4,E1237,M02203,0.003,0.1,99.9,0.0,Polymarket
GPT-5.4,E1237,M02205,0.01,0.1,99.9,0.0,Polymarket
GPT-5.4,E1237,M11513,0.01,,,0.0,Polymarket
GPT-5.4,E0674,M01217,0.04,1.3,99.9,0.0,Polymarket
GPT-5.4,E0556,M01033,0.97,99.7,1.9,1.0,Polymarket
GPT-5.4,E4722,M09128,0.45,46.0,55.00000000000001,0.0,Polymarket
GPT-5.4,E1376,M02455,0.88,93.0,9.0,1.0,Kalshi
GPT-5.4,E3751,M13941,0.78,94.0,11.0,1.0,Kalshi
GPT-5.4,E1376,M06608,0.9,89.0,17.0,1.0,Kalshi
GPT-5.4,E0660,M01187,0.96,,,1.0,Kalshi
GPT-5.4,E3718,M13380,0.07,5.57,98.0,0.0,Polymarket
GPT-5.4,E1387,M02475,0.43,43.0,60.0,0.0,Kalshi
GPT-5.4,E3718,M13386,0.04,1.7999999999999998,99.2,0.0,Polymarket
GPT-5.4,E3718,M13387,0.04,1.98,87.31,0.0,Polymarket
GPT-5.4,E3718,M13385,0.08,4.95,98.0,0.0,Polymarket
GPT-5.4,E3718,M13388,0.05,1.5,98.5,0.0,Polymarket
GPT-5.4,E4806,M09289,0.25,23.0,78.0,1.0,Polymarket
GPT-5.4,E3609,M06821,0.06,5.0,96.0,0.0,Polymarket
GPT-5.4,E3609,M06822,0.81,83.0,18.0,1.0,Polymarket
GPT-5.4,E4806,M09290,0.53,52.0,49.0,0.0,Polymarket
GPT-5.4,E3470,M10377,0.01,0.7000000000000001,99.8,0.0,Polymarket
GPT-5.4,E3527,M06651,0.36,38.0,64.0,0.0,Polymarket
GPT-5.4,E3528,M06653,0.4,62.0,39.0,1.0,Polymarket
GPT-5.4,E3529,M06655,0.47,52.0,50.0,1.0,Polymarket
GPT-5.4,E6934,M13061,0.46,,,1.0,QGen
GPT-5.4,E3470,M06535,0.02,0.52,99.72,0.0,Polymarket
GPT-5.4,E3530,M06657,0.52,52.0,50.0,1.0,Polymarket
GPT-5.4,E3393,M06394,0.12,14.000000000000002,92.0,0.0,Polymarket
GPT-5.4,E3281,M06181,0.17,,,0.0,Kalshi
GPT-5.4,E3471,M06536,0.01,0.8,99.4,0.0,Polymarket
GPT-5.4,E3531,M06659,0.43,45.0,57.99999999999999,0.0,Polymarket
GPT-5.4,E3530,M06657,0.48,52.0,50.0,1.0,Polymarket
GPT-5.4,E4723,M09130,0.27,28.000000000000004,71.0,0.0,Polymarket
GPT-5.4,E0989,M01778,0.2,21.0,80.0,0.0,Polymarket
GPT-5.4,E3471,M06536,0.01,0.6,99.5,0.0,Polymarket
GPT-5.4,E3531,M06659,0.43,45.0,56.99999999999999,0.0,Polymarket
GPT-5.4,E3532,M06661,0.32,31.0,70.0,0.0,Polymarket
GPT-5.4,E4723,M09130,0.33,28.000000000000004,71.0,0.0,Polymarket
GPT-5.4,E4724,M09132,0.75,76.0,25.0,1.0,Kalshi
GPT-5.4,E3472,M06538,0.72,76.0,25.0,0.0,Kalshi
GPT-5.4,E3464,M06524,0.52,52.0,56.00000000000001,0.0,Kalshi
GPT-5.4,E3473,M06540,0.84,65.0,39.0,0.0,Kalshi
GPT-5.4,E2305,M09460,0.44,72.0,43.0,0.0,Kalshi
GPT-5.4,E3532,M06661,0.29,31.0,70.0,0.0,Polymarket
GPT-5.4,E4723,M09130,0.35,25.0,78.0,0.0,Polymarket
GPT-5.4,E3471,M06536,0.01,0.6,99.5,0.0,Polymarket
GPT-5.4,E1375,M02453,0.79,88.0,14.000000000000002,1.0,Kalshi
GPT-5.4,E3392,M06392,0.78,99.0,10.0,1.0,Kalshi
GPT-5.4,E0576,M13126,0.04,,,0.0,Kalshi
GPT-5.4,E3244,M06109,0.01,,,0.0,Kalshi
GPT-5.4,E1485,M02656,0.01,,,0.0,Kalshi
GPT-5.4,E7359,M14267,0.55,,,0.0,QGen
GPT-5.4,E3385,M13171,0.02,,,0.0,Kalshi
GPT-5.4,E7199,M13886,0.54,,,0.0,QGen
GPT-5.4,E7362,M14270,0.5,,,0.0,QGen
GPT-5.4,E1485,M08898,0.02,,,0.0,Kalshi
GPT-5.4,E1246,M02225,0.42,21.0,84.0,0.0,Kalshi
GPT-5.4,E1246,M12910,0.28,25.0,80.0,0.0,Kalshi
GPT-5.4,E1246,M12442,0.05,,,0.0,Kalshi
GPT-5.4,E1246,M12897,0.05,,,0.0,Kalshi
GPT-5.4,E1140,M02038,0.96,,,1.0,Kalshi
GPT-5.4,E1152,M06208,0.94,,,1.0,Kalshi
GPT-5.4,E1124,M02012,0.02,,,0.0,Kalshi
GPT-5.4,E0576,M05632,0.05,,,0.0,Kalshi
GPT-5.4,E1118,M02001,0.08,,,0.0,Kalshi
GPT-5.4,E3385,M13171,0.01,,,0.0,Kalshi
GPT-5.4,E1485,M08898,0.01,,,0.0,Kalshi
GPT-5.4,E1246,M02225,0.58,19.0,83.0,0.0,Kalshi
GPT-5.4,E1246,M12910,0.28,25.0,81.0,0.0,Kalshi
GPT-5.4,E0581,M12444,0.56,,,0.0,Kalshi
GPT-5.4,E0581,M06100,0.58,15.0,96.0,0.0,Kalshi
GPT-5.4,E1246,M06207,0.04,3.0,98.0,0.0,Kalshi
GPT-5.4,E1119,M02003,0.2,,,0.0,Kalshi
GPT-5.4,E1246,M12442,0.06,,,0.0,Kalshi
GPT-5.4,E1246,M12897,0.24,,,0.0,Kalshi
GPT-5.4,E1140,M02038,0.96,,,1.0,Kalshi
GPT-5.4,E3433,M06469,0.86,97.0,5.0,1.0,Kalshi
GPT-5.4,E1152,M06208,0.95,,,1.0,Kalshi
GPT-5.4,E1124,M02012,0.02,,,0.0,Kalshi
GPT-5.4,E0576,M05632,0.03,,,0.0,Kalshi
GPT-5.4,E1141,M02040,0.02,,,0.0,Kalshi
GPT-5.4,E0550,M01022,0.01,,,0.0,Kalshi
GPT-5.4,E1118,M02001,0.09,,,0.0,Kalshi
GPT-5.4,E1485,M08898,0.02,,,0.0,Kalshi
GPT-5.4,E1246,M02225,0.3,20.0,85.0,0.0,Kalshi
GPT-5.4,E1246,M12910,0.18,23.0,84.0,0.0,Kalshi
GPT-5.4,E0581,M12444,0.32,,,0.0,Kalshi
GPT-5.4,E0581,M06100,0.63,20.0,96.0,0.0,Kalshi
GPT-5.4,E1246,M06207,0.04,3.0,98.0,0.0,Kalshi
GPT-5.4,E1119,M02003,0.74,,,0.0,Kalshi
GPT-5.4,E1246,M12442,0.03,,,0.0,Kalshi
GPT-5.4,E1246,M12897,0.04,,,0.0,Kalshi
